Brand,Date,Source,Screenname,Display Name,Sentiment,Content,Created Date/Time,Closed Date/Time,Link,Gender,City,State,Country,Retweet Count,Favorite Count,Followers Count,Location,Comments,Likes,Shares,Verified Account,Post Type,Agent Ticket ID,Email Ticket ID,Email Ticket Assigned To,Email Ticket Status,Sub-Source,Ratings,Note1,Note2,Note3,Forums Response Comment,Forums Response By,Forums Response Time,Business Location,App Version,Device Name,Os Version,Others,Category,SubCategory,PostType,Rating,General
PayNearBy,2024-03-31,youtube.com,@aapkaapnachanneljoinkarooa1498,@aapkaapnachanneljoinkarooa1498,Neutral,​@@PayNearbySales man dwara retailer ko hi Distibuter bana Dena kisi or any SD ke sath or sales ko apna Target pura karne ke liye kuch bhi package dekar  retailer ko Distibuter bana Dena jise abcd hi yad nahi hai Distibuter ki. Or sales manager ko kyc karne ki bolo to time nahi rahta hai ye hall. Market itna bada hai ki jitna Kam Kiya Jaye utna Kam hai fir bhi mere retailer ko Distibuter bana Dena kaha jayaj h @paynearby,2024-03-31 09:47:40,,https://www.youtube.com/watch?v=Qq2tBhfeudo&lc=UgwTpgl238_2I6dtdnV4AaABAg.A06aWLO0LNIA1d3NkMBaPL,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-31,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"ईस्टर की आपको बहुत-बहुत शुभकामनाएं। आपके जीवन में सुख और समृद्धि बनी रहे।

May the hope and promise of Easter fill your heart with renewed strength and faith. PayNearby wishes you a very Happy Easter.

#PayNearby #HappyEaster #ईस्टर https://t.co/id6ODs0KcV",2024-03-31 07:00:00,,https://twitter.com/PayNearby/status/1774247741683892274,,,,,0,0,6035,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-30,youtube.com,@PayNearby,@PayNearby,Neutral,"Namaste Sir, hum aapki chinta ka samadhaan karne mein aapki puri sahayata karenge. Aapko huyi pareshani ke liye maafi chahate hai. Aap ko UPI QR ka option show nahi kar rah hai. Aapse anurodh karte hai kripiya aap ek PayNearby the application upated kare, yadi phir bhi aap ki dikkat aarahi hai.  Aapse anurodh karte hai aap hume isse thik karne ka mauka dein. Apna registered mobile number aur error screenshot ke saath diye huye link par share kare: https://bit.ly/PayNearbyInbox

Dhanyavad.",2024-03-30 15:35:43,,https://www.youtube.com/watch?v=3KoC591s-TI&lc=UgwinwDTK9x61GUyM314AaABAg.A1a_-5jdLAzA1b6Q9tosKo,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-30,youtube.com,@PayNearby,@PayNearby,Neutral,"नमस्ते Sandip Thakare, हम आपकी चिंता को पूरी तरह समजते हैं, कृपा हमें इस समस्या का समाधान और इसे हल करने का मौका दे, आपको हुई असुविधा के लिए हमें खेद है। आपसे अनुरोध है कि इस मुद्दे पर हमसे अपने मोबाइल नंबर के साथ संपर्क करें। यहां लिंक पर विस्तार से चर्चा करें: https://bit.ly/PayNearbyInbox

धन्यवाद।",2024-03-30 15:27:20,,https://www.youtube.com/watch?v=3KoC591s-TI&lc=UgwDv0wzaRwSJ_uUa3p4AaABAg.A1aYw4D5o36A1b5SgSTPmW,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-30,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@kunalbhagat30 @anandkbajaj Namaste Kunal, isse hamaare dhyaan mein lane ke liye dhanyavaad. Aapko batana chahte hai ki NeoDukaan ke commission ke vishay puri jankari hume aapko DM ki hai kripiya aap waha check kare  https://t.co/5BjbPnALSa 

Dhanyavad.",2024-03-30 12:16:06,,https://twitter.com/PayNearby/status/1773964905042878915,,,,,0,0,6034,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-30,Twitter.com,kunalbhagat30,kunalbhagatkaran,Negative,@PayNearby @anandkbajaj Bade bade add dalte ho to mera problems kyu solve nhi ho raha h. Eno dukaan m 200 ke order dalta hu wo show hote h Or commission dikhta h but 2000 ke order dalta hu to show nhi hota or commission nhi dikhta ye kya fuard kar raho kya mere sath. Please reply annand sir ji.,2024-03-30 11:20:15,,https://twitter.com/kunalbhagat30/status/1773950849972326856,,,,,0,0,8,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-30,youtube.com,@stbayar724,@stbayar724,Neutral,Mera UPI QR show nhi ho raha hai,2024-03-30 10:34:56,,https://www.youtube.com/watch?v=3KoC591s-TI&lc=UgwinwDTK9x61GUyM314AaABAg,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-30,youtube.com,@sandipthakare8435,@sandipthakare8435,Negative,मेरा बज नाही हो राहा है,2024-03-30 10:25:38,,https://www.youtube.com/watch?v=3KoC591s-TI&lc=UgwDv0wzaRwSJ_uUa3p4AaABAg,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-29,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@TechieBoy__ Hi Praveen, thank you for sharing this concern with us. We have resolve your problem now and you can DM us without any subscription. Please share your query with your registered number here: https://t.co/5BjbPnALSa
 
Thanks.",2024-03-29 17:22:20,,https://twitter.com/PayNearby/status/1773679583243473123,,,,,0,0,6033,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-29,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@Dineshk97955923 @anandkbajaj Hi Dinesh Kumar, thank you for sharing this concern with us. We would like an opportunity to talk and investigate your query further. Kindly share with us your concern and your registered mobile number here:  https://t.co/5BjbPnALSa we'll get back to you at the earliest.

Thanks.",2024-03-29 10:39:14,,https://twitter.com/PayNearby/status/1773578138611527739,,,,,0,0,6032,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-28,Twitter.com,Dineshk97955923,Dinesh kumar,Negative,"@anandkbajaj @PayNearby I am Dinesh Kumar Das from Dumka Jharkhand. I joined paynearby in September 2022. And I resigned from the company on 5th January, and my last working day was on 3rd February. I have worked the entire notice period. But my L1 manager Devashish Mukherjee has",2024-03-28 19:59:10,,https://twitter.com/Dineshk97955923/status/1773356664395100487,Male,,,,0,0,21,"Dumka, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-28,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@sikendar89 @CSCegov_ @CSCBihar_Govt Namaste Sikendar Kumar, humse sampark karne ke liye dhanyavad. Hum aapse anurodh karte hai ki kripaya apne prashn ko apne registered number ke saath nijee taur par hamaari official DM par saajha karein:  https://t.co/5BjbPnALSa 

Dhanyavad.",2024-03-28 19:11:25,,https://twitter.com/PayNearby/status/1773344646954963194,,,,,0,0,6030,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-28,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@Dineshpatel9631 Hi Dinesh Patel, thank you for bringing this to our attention. As discussed on call your query is solved. We're delighted to assist you and find joy in serving you. Your satisfaction is our top priority, and your feedback is invaluable.
 
Thanks.",2024-03-28 10:30:59,,https://twitter.com/PayNearby/status/1773213674984865990,,,,,0,0,6034,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,youtube.com,ONLINE MITRA,ONLINE MITRA,Neutral,AEPS NPCI NEW RULE SPICE MONEY PAYNEARBY RAPI PAY ROINET FINO PAYMENT BANK AIRTEL BANK,2024-03-27 23:18:18,,https://www.youtube.com/watch?v=uT_09H9IP3E,,,,,0,0,0,,0,0,0,,Post,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@samyaduvanshi2 @SpiceMoneyIndia @airtelindia @AshwiniVaishnaw @_DigitalIndia Hi Saurabh Yadav, thanks for reaching out to us. If you have any specific concern please share your query with your registered number here: https://t.co/5BjbPnALSa
 
Thanks.",2024-03-27 18:59:11,,https://twitter.com/PayNearby/status/1772979180864451050,,,,,0,0,6039,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@pradeep99778713 sambandhit aapko apne RM se sampark main bane rehan hoga distributor KYC complete karne ke liye.

Dhanyavad. (2/2)",2024-03-27 18:42:27,,https://twitter.com/PayNearby/status/1772974970747924868,,,,,0,0,6039,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@pradeep99778713 Namaste Pradeep, isse hamaare dhyaan mein lane ke liye dhanyavad. Aapse call par charcha hui, aapko retailer add karne main dikat aarahi hai. Aapko batana chahte hain ki aapke distributor KYC rights disabled hone ke karan aapko retailer add ka option nahi aa raha hai. Isse (1/2)",2024-03-27 18:42:27,,https://twitter.com/PayNearby/status/1772974967711203489,,,,,0,0,6039,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@PkchauhanFTP ट्रांजैक्शन करने से पहले पिन एंटर करने का ऑप्शन आन चाहिए | आपके सुझाव के लिए धन्यवाद, हम इसे हमारे टीम के साथ शेयर करेंगे, यह निश्चित रूप से हमें आपकी बेहतर सेवा करने में मदद करेगा।

धन्यवाद। (2/2)",2024-03-27 14:22:38,,https://twitter.com/PayNearby/status/1772909583305982284,,,,,0,0,6038,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@PkchauhanFTP नमस्ते PK Chauhan, इस चिंता को हमारे साथ साझा करने के लिए धन्यवाद। आपसे कॉल पर चर्चा हुई आपके रिटेलर के खाते से कोई और व्यक्ति लॉगिन कर के लेनदेन कर रहा है। आपसे अनुरोध है कि आप अपने नजदीकी साइबर सेल में एफ. आई. आर दर्ज करवाएं। और आप ये सुझाव देना चाहते हैं कि कोई भी (1/2)",2024-03-27 14:22:37,,https://twitter.com/PayNearby/status/1772909580416119063,,,,,0,0,6038,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@TechieBoy__ Hi Praveen, thank you for sharing this concern with us. As you do not want to subscribe. So share your concern and registered number here: https://t.co/vxabTGk6Yr
 
Thanks.",2024-03-27 11:33:30,,https://twitter.com/PayNearby/status/1772867022067519645,,,,,0,0,6040,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,TechieBoy__,Praveen,Neutral,@PayNearby Why? I don't want to subscribe. You have to change your DM setting to allow all the users to DM you.,2024-03-27 11:08:47,,https://twitter.com/TechieBoy__/status/1772860799788204371,Male,,,,0,0,126,India,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@TechieBoy__ Hi Praveen, thank you for sharing this concern with us. As you shared the screenshot. Please click on subscribe to get in touch with us, and we will definitely help you to resolve your query. 
 
Thanks.",2024-03-27 10:57:01,,https://twitter.com/PayNearby/status/1772857838555029727,,,,,0,0,6040,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,TechieBoy__,Praveen,Neutral,@PayNearby How can I DM you? https://t.co/WuD8VrzENI,2024-03-27 07:50:13,,https://twitter.com/TechieBoy__/status/1772810827290350077,Male,,,,0,0,126,India,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,Dineshpatel9631,Dinesh Patel(मोदी का परिवार),Neutral,@PayNearby Rail booking,2024-03-27 06:20:30,,https://twitter.com/Dineshpatel9631/status/1772788252392435832,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,kumar_hradayesh,HRASH KUMAR,Neutral,"@kumar_hradayesh Namaste Hrash, isse hamaare dhyaan mein lane ke liye dhanyavaad. Humne aapki samasya ki puri jankari aapke DM/Inbox par saajha ki hai. Kripaya apna DM jaachein. Yeh link par click kare aap DM check kar sakte hai: https://t.co/hrkhJfNE0C 
Dhanyavad.",2024-03-27 05:52:00,,https://twitter.com/kumar_hradayesh/status/1772781080082526508,,,,,0,0,304,"Kannauj, india",0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-27,Twitter.com,kumar_hradayesh,HRASH KUMAR,Neutral,"#paynearby
@PayNearby
@PaynearbyN
@PaynearbyD
Hi
Dear paynearby team good evening
I am a retailer
My registered mobile number 9125923647
My problem is that id ID working properly on laptop
But mobile app m not working
Error location current location is far your shop but neither https://t.co/b9mubQmIk9",2024-03-27 05:50:34,,https://twitter.com/kumar_hradayesh/status/1772780719120814188,,,,,0,0,304,"Kannauj, india",0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-26,Twitter.com,samyaduvanshi2,Saurabh Yadav,Neutral,@SpiceMoneyIndia this is the service of spice Money @SpiceMoneyIndia @airtelindia @AshwiniVaishnaw @_DigitalIndia @PayNearby https://t.co/PkeomSScRg,2024-03-26 23:52:09,,https://twitter.com/samyaduvanshi2/status/1772690519946072254,Male,,,,0,0,41,"Uttar pradesh, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-26,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@TechieBoy__ assistance, please share your registered number here:  https://t.co/5BjbPnALSa 
 
Thanks. (2/2)",2024-03-26 19:16:07,,https://twitter.com/PayNearby/status/1772621054504062992,,,,,0,0,6038,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-26,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@TechieBoy__ Hi Praveen, thank you for bringing this to our attention. As you registered in PayNearby application and requesting distributor to do your KYC. You can complete Kyc on your own. If you are assigned under sales map, you need distributor help to complete KYC. For further (1/2)",2024-03-26 19:16:06,,https://twitter.com/PayNearby/status/1772621051073044609,,,,,0,0,6038,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-26,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@PankajRdj Hi Pankaj, thank you for bringing this to our attention. You are facing a problem while resetting the password. We have shared the detailed information in your DM. So please check and share your registered mobile number here:  https://t.co/5BjbPnALSa so that we can assist (1/2)",2024-03-26 18:34:36,,https://twitter.com/PayNearby/status/1772610603397288141,,,,,0,0,6036,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-26,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@PankajRdj you.
 
Thanks. (2/2)",2024-03-26 18:34:36,,https://twitter.com/PayNearby/status/1772610606404665800,,,,,0,0,6036,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-26,Twitter.com,pradeep99778713,pradeep biswas(Binkal),Neutral,@PayNearby Abhi jst unse bat Hui hai unhone bola micro ATM lena pdega fir kyc add retelar ka option chalu hoga chahe kahi v complen karo ab mai Paynear use hi nai krna chahta ur jitte v retelar bnaya hu unka v I'd bnd krwa dunga https://t.co/Kv553B2YGJ,2024-03-26 17:26:09,,https://twitter.com/pradeep99778713/status/1772593377315275020,Male,,,,0,0,80,"Raigarh, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-26,Twitter.com,pradeep99778713,pradeep biswas(Binkal),Neutral,"@pradeep99778713 Atm buy karne bol rahe hain. Aapko batana chahenga ki humne aapke RM se call par charcha ki, unhone baataya ki aapko micro atm buy karne wo bole nahi. Toh aapse request karte hai aap apne RM ko call kijeye.
 
Dhanyavad. (2/2)",2024-03-26 17:23:47,,https://twitter.com/pradeep99778713/status/1772592784731488623,Male,,,,0,0,80,"Raigarh, india",0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-26,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@pradeep99778713 Atm buy karne bol rahe hain. Aapko batana chahenga ki humne aapke RM se call par charcha ki, unhone baataya ki aapko micro atm buy karne wo bole nahi. Toh aapse request karte hai aap apne RM ko call kijeye.
 
Dhanyavad. (2/2)",2024-03-26 14:01:03,,https://twitter.com/PayNearby/status/1772541764311634230,,,,,0,0,6039,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-26,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@pradeep99778713 Namaste Pradeep, isse hamaare dhyaan mein lane ke liye dhanyavad. Hamarhi call par charcha hui, aap retailer add nahi kar pa rahe ho. Aapko batana chahenge ki aapka distributor rights enabled nahi hone ke karan aapko retailer add ka option nahi aa raha hai. Apke RM Micro (1/2)",2024-03-26 14:01:02,,https://twitter.com/PayNearby/status/1772541761430135018,,,,,0,0,6039,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-25,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"@AkhileshSarmaa Hi Akhilesh SharmaGrateful for your positive feedback! Your support is our motivation. Share any suggestions or improvements you have in mind. Encourage your family and friends to join the #ZiddAageBadhneKi movement. Stay connected for updates on our Telegram Channel.

Thanks",2024-03-25 18:52:32,,https://twitter.com/PayNearby/status/1772252730247053456,,,,,0,0,6042,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-25,Twitter.com,siplvns,sumit 🙏srivastava ( हमसब हैं मोदी जी का परिवार),Neutral,"आइए खुशी और सद्भाव के रंगों में रंग जाएं। आपको होली की हार्दिक शुभकामनाएं।

Let’s soak in the vibrant colors of happiness and harmony. Wishing you a very Happy and Safe Holi.

#PayNearby #होली #HappyHoli2024 https://t.co/BM9unaTjPG",2024-03-25 08:42:40,,https://twitter.com/siplvns/status/1772099251306147854,Male,,,,0,0,360,,0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-25,Twitter.com,MeaganThom49060,Meagan Thompson,Neutral,"@PayNearby https://t.co/kkK8s8wDHu 
  Quoted Tweet : @estep_rena43187 : Ce qui est arrivé en Russie nous affecte tous. Nous sommes de tout cœur avec vous. https://t.co/VM72bswyD0",2024-03-25 07:06:53,,https://twitter.com/MeaganThom49060/status/1772075148327162255,Female,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-25,Twitter.com,PayNearby,PayNearby 🇮🇳,Neutral,"आइए खुशी और सद्भाव के रंगों में रंग जाएं। आपको होली की हार्दिक शुभकामनाएं।

Let’s soak in the vibrant colors of happiness and harmony. Wishing you a very Happy and Safe Holi.

#PayNearby #होली #HappyHoli2024 https://t.co/BM9unaTjPG",2024-03-25 07:00:00,,https://twitter.com/PayNearby/status/1772073415853093294,,,,,0,0,6037,"Mumbai, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-25,Twitter.com,Pawankumar68804,Pawan kumar,Negative,"@PayNearby PayNearby ki I'd bahut dikkat krne lgi hai ab chalane mai pese nhi nikal pa rahe hai agent se kaho to kehte hai dekhta hu uske bad unka koe jawab nhi aata hai 1 month se upar ho gya mujhe kehte kehte agent se 
 Name Pawan Kumar
Mobile no 9761727370
E-mail I'd pk158585@gmail.com https://t.co/GnI5AhMwej",2024-03-25 04:41:55,,https://twitter.com/Pawankumar68804/status/1772038666833056155,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
PayNearBy,2024-03-24,Twitter.com,TechieBoy__,Praveen,Neutral,Hello @PayNearby #aeps,2024-03-24 23:45:33,,https://twitter.com/TechieBoy__/status/1771964081240506620,Male,,,,0,0,100,India,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
