Brand,Date,Source,Screenname,Display Name,Sentiment,Content,Created Date/Time,Closed Date/Time,Link,Gender,City,State,Country,Retweet Count,Favorite Count,Followers Count,Location,Comments,Likes,Shares,Verified Account,Post Type,Agent Ticket ID,Email Ticket ID,Email Ticket Assigned To,Email Ticket Status,Sub-Source,Ratings,Note1,Note2,Note3,Forums Response Comment,Forums Response By,Forums Response Time,Business Location,App Version,Device Name,Os Version,Others,Category,SubCategory,PostType,Rating,General
India Posts Payments Bank,2024-03-31,Twitter.com,shikhareshankar,Shankar shikhare,Neutral,SRN CR077161 @IPPBOnline,2024-03-31 13:28:51,,https://twitter.com/shikhareshankar/status/1774345601662193909,Male,,,,0,0,8,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Facebook.com,Mukesh Prajapati Prajapati,Mukesh Prajapati Prajapati,Neutral,Mobilerechargebahihorahi,2024-03-31 12:21:00,,https://www.facebook.com/ippbonline/posts/pfbid0ESyy3W2DkSeHvid1opUFqmhRnZbbcXFr2TDuhXs3Vi7dKsE4u7dp4dPee5mwUUf1l,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Facebook.com,Dharmendra Kumar,Dharmendra Kumar,Neutral,Debit card nahi milta hai,2024-03-31 11:59:07,,https://www.facebook.com/ippbonline/posts/pfbid02LWXdPRyUtzNpzwgbdAjfenpPCXNZUK7NsUaTj77f3BSS24eJdtxDR9Ug2Z59JGUGl,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Twitter.com,rohitraj1379171,rohit raj,Neutral,". @IndiaPostOffice @AshwiniVaishnaw @Jharkhand_Cir @IPPBOnline मनीष कुमार सेन, IP, Dumka East Sub Division, Jharkhand Circle सभी GDS कर्मचारियों को टारगेट के नाम पर नियमित प्रताड़ित करते है। Contd....👇 https://t.co/eV8bHKWeII",2024-03-31 11:40:46,,https://twitter.com/rohitraj1379171/status/1774318398354440233,Male,,,,0,0,0,,0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Twitter.com,3512Raj,Rahul Raj,Neutral,". @IndiaPostOffice @AshwiniVaishnaw @Jharkhand_Cir @IPPBOnline मनीष कुमार सेन, IP, Dumka East Sub Division, Jharkhand Circle सभी GDS कर्मचारियों को टारगेट के नाम पर नियमित प्रताड़ित करते है। Contd....👇 https://t.co/eV8bHKWeII",2024-03-31 11:40:21,,https://twitter.com/3512Raj/status/1774318296067949047,Male,,,,0,0,0,,0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Twitter.com,ashok0chaudhary,AK Chaudhary 🇮🇳,Negative,"@IPPBOnline @IndiaPostOffice @rai_gursharan @Vish_Div Virtual Debit Card को apply करने पर पैसा कट जा रहा है लेकिन VDC इश्यू नहीं हो रहा है। कटे पैसे refund भी नहीं हो रहे। ईमेल से शिकायत करने पर भी त्वरित कार्रवाई नहीं हो रही है। पता नहीं, IPPB App को बनाने वाले भी इसे यूज करते हैं या नहीं। लगता है, सरकारी मुफ्तखोरी की आदत लग गई है।",2024-03-31 10:06:58,,https://twitter.com/ashok0chaudhary/status/1774294795441283524,Male,,,,0,0,1,"Lucknow, india ",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Twitter.com,RahulMa69765623,Rahul Mahato,Neutral,"@IPPBOnline Kindly close my Digital SB immediately and transfer the remaining funds through IMPS, Neft or  A/c transfer please do confirm and update the same to me immediately. For more details I am attaching the attachment here. If need my more details then pls DM me. https://t.co/Shfq3ciGy1",2024-03-31 09:43:33,,https://twitter.com/RahulMa69765623/status/1774288902011957251,Male,,,,0,0,7,"Howrah, haora",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Twitter.com,kashu4055,Kaustubh Subhash Joshi,Neutral,"Celebrating new beginnings! May the festive spirit of Easter guide you towards a righteous path, sparking faith, bring peace, happiness and a cascade blessings, promising renewal in abundance.  #Happyeaster🐰 https://t.co/uLs1Ic4jU4",2024-03-31 09:05:22,,https://twitter.com/kashu4055/status/1774279290466762952,Male,,,,0,0,9,,0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Facebook.com,Shiv Sharan Singh,Shiv Sharan Singh,Neutral,,2024-03-31 08:51:48,,https://www.facebook.com/365712542269684/posts/pfbid02X9nSzujg3U9Z8FC4Yw49KUzyHk9JsmDtgMSNZJ7dYALJ9TyRiB54gXY6wSd7rcfvl,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Facebook.com,India Post Payments Bank,India Post Payments Bank,Neutral,"Celebrating new beginnings! May the festive spirit of Easter guide you towards a righteous path, sparking faith, bring peace, happiness and a cascade blessings, promising renewal in abundance.  #Happyeaster🐰",2024-03-31 08:43:05,,https://www.facebook.com/1731910623733594_823243773183223,,,,,0,0,0,,3,93,10,,Post,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Twitter.com,IPPBOnline,India Post Payments Bank,Neutral,"Celebrating new beginnings! May the festive spirit of Easter guide you towards a righteous path, sparking faith, bring peace, happiness and a cascade blessings, promising renewal in abundance.  #Happyeaster🐰 https://t.co/uLs1Ic4jU4",2024-03-31 08:33:55,,https://twitter.com/IPPBOnline/status/1774271376607650277,,,,,0,0,92739,India,0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Twitter.com,AbhinavOpinion,....,Negative,"Dear @IPPBOnline as the image enclosed here, 3 times Issuance have been debited from my @IPPBOnline account but didn't get any Debit Card Yet. The Customer care Phone No. Is Fake Or Unavailable. I'm Upset with your services.
@IndiaPostOffice 
@AshwiniVaishnaw 
@narendramodi https://t.co/yVT2jFI785",2024-03-31 08:11:38,,https://twitter.com/AbhinavOpinion/status/1774265771172172265,,,,,0,0,3,"Varanasi, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Facebook.com,Babu An Kit Singh,Babu An Kit Singh,Neutral,Babu An Kit Singh,2024-03-31 07:36:21,,https://www.facebook.com/1731910623733594/posts/pfbid0nzniCpNRYUv515cGFSv4zpHxPY1U5CHmUdEnDFWoNwWro6wQ759KDB2FhGjrqoj8l/,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Facebook.com,Babu An Kit Singh,Babu An Kit Singh,Neutral,Hy,2024-03-31 07:35:50,,https://www.facebook.com/1731910623733594/posts/pfbid0nzniCpNRYUv515cGFSv4zpHxPY1U5CHmUdEnDFWoNwWro6wQ759KDB2FhGjrqoj8l/,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-31,Twitter.com,SanjeetCho229,Sanjeet Chouhan,Neutral,@IPPBOnline श्रीमान महोदय जी से निवेदन करना है कि मैं इंडिया पोस्ट बीसी लिए एक वर्ष पूर्व में इंडिया पोस्ट की ब्रांच सीतापुर में ऑफलाइन आवेदन जमा किया था लेकिन कोई भी जानकारी हमें नहीं मिली मैं इंडिया पोस्ट पेमेंट बैंक की BC खोलने का इच्छुक हूं,2024-03-31 06:40:40,,https://twitter.com/SanjeetCho229/status/1774242877226508669,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Facebook.com,Sahajy Kaumar,Sahajy Kaumar,Neutral,4000002013,2024-03-30 23:58:40,,https://www.facebook.com/365712542269684/posts/pfbid023uWmpJipY35E2fjKP9dULrRLGwthi52o6Tn16bu7YC7Swm6d1bmBUXbodoTo6vzYl,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Facebook.com,Sahajy Kaumar,Sahajy Kaumar,Neutral,SANJAYKUMAR,2024-03-30 23:57:33,,https://www.facebook.com/365712542269684/posts/pfbid023uWmpJipY35E2fjKP9dULrRLGwthi52o6Tn16bu7YC7Swm6d1bmBUXbodoTo6vzYl,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Facebook.com,,,Positive,"Going to Indore for meeting. 
""I'm excited about my trip to Indore for a crucial meeting. As I prepare to embark on this journey, I am filled with anticipation and a sense of purpose. The meeting presents an opportunity to engage with key stakeholders, discuss important matters, and contribute to the progress of our project. I look forward to productive discussions, meaningful interactions, and the chance to make a positive impact. While the trip may involve some logistical challenges and busy schedules, I am confident that it will be a rewarding experience overall. With thorough preparation and a focused mindset, I am ready to make the most of this opportunity and achieve our objectives. Indore's vibrant atmosphere and rich culture also add to the excitement of the trip, offering a chance to explore and appreciate the beauty of the city alongside the professional endeavors. I am eager to immerse myself in both aspects of this journey and return with valuable insights and accomplishments.""
#corporate #meeting #life #travel #tripindore
@highlight Harishankar Pal Anuj Kumar EverybodyWiki India Post Payments Bank Gufic Biosciences Ltd. Arun Govil",2024-03-30 23:55:26,,https://www.facebook.com/105837348987389_3643549632596474,,,,,0,0,0,,0,0,0,,Post,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,vickysharma3251,Vicky Pandit 🇮🇳,Neutral,"@IPPBOnline @RBI i have a savings bank account with Indian post payment bank and when I check the balance it shows
₹ -115.24 how the balance goes to negative.. https://t.co/2uH4uTlACg",2024-03-30 23:08:42,,https://twitter.com/vickysharma3251/status/1774129137885790713,Male,,,,0,0,8,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,SunnySi44702373,Sunny Singh,Neutral,@IPPBOnline  transaction ho gya hai but ticket nahi book hua please check it right now because tomorrow in early morning is my train https://t.co/i2i7ErQhkM,2024-03-30 21:25:09,,https://twitter.com/SunnySi44702373/status/1774103077056082270,Male,,,,0,0,12,"Jaunpur, india",0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,SunnySi44702373,Sunny Singh,Neutral,@IPPBOnline  transaction ho gya hai but ticket nahi book hua please check it right now because tomorrow in early morning is my train https://t.co/i2i7ErQhkM,2024-03-30 21:24:40,,https://twitter.com/SunnySi44702373/status/1774102955630956844,Male,,,,0,0,12,"Jaunpur, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,youtube.com,@grandchiefmasti4423,@grandchiefmasti4423,Neutral,Bilkul slow bank h 🔥,2024-03-30 21:23:07,,https://www.youtube.com/watch?v=tIOSlmC7-8M&lc=Ugzu9EtrOb_kJmBBoZB4AaABAg,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,ChoupraSandeep,Sandeep Choupra,Negative,"@AshwiniVaishnaw @IPPBOnline ये हर जगह आप ईमेल देते है इस से लोगो की समस्या दूर नहीं होगी @IPPBOnline बैंक से लोग बहुत परेशान है UPI OR DEBIT CARD में लोगो बहुत समस्या आ रही है
दो बार ₹25 अमाउंट डेबिट हो गई है लेकिन अभी तक वर्तुल डेबिट कार्ड इशू नहीं हुआ https://t.co/FyqhTuU2V7",2024-03-30 20:25:25,,https://twitter.com/ChoupraSandeep/status/1774088046239211521,Male,,,,0,0,121,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,ChoupraSandeep,Sandeep Choupra,Negative,"@IndiaPostOffice ये हर जगह आप ईमेल देते है इस से लोगो की समस्या दूर नहीं होगी @IPPBOnline बैंक से लोग बहुत परेशान है UPI OR DEBIT CARD में लोगो बहुत समस्या आ रही है
दो बार ₹25 अमाउंट डेबिट हो गई है लेकिन अभी तक वर्तुल डेबिट कार्ड इशू नहीं हुआ https://t.co/DA0ifTPZuJ",2024-03-30 20:22:59,,https://twitter.com/ChoupraSandeep/status/1774087430771183859,Male,,,,0,0,121,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,youtube.com,@rishabsingha1781,@rishabsingha1781,Neutral,Please help me my cust id forget,2024-03-30 19:53:45,,https://www.youtube.com/watch?v=JmxPgD5i9z4&lc=Ugw-jHNpUPzMMoDuBZJ4AaABAg,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,ChittuKuma57434,Chittu Kumar,Neutral,"@IPPBOnline 
Sir my account has been frozen account number is 007510027174 ifsc code is IPOS0000001 sir why has my account been frozen if it has been done by any agency can I get its contact number please help",2024-03-30 18:47:32,,https://twitter.com/ChittuKuma57434/status/1774063412294955243,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,Jkambedkar95,Jk ambedkar,Negative,"महोदय आपसे सविनय निवेदन है कि मैं संडीला पोस्ट ऑफिस  के कई चक्कर लगा चुका हु मोबाइल नंबर चेंज करवाने के लिए और वहां के सारे आज नही कल आना जब कल जाओ तो अगले दिन आना 5 दिन से बराबर दौड़ रहा था लेकिन आज भी नंबर चेंज नहीं हुआ 
मजबूर होकर आज वीडियो बनाना पड़ा 
@IPPBOnline
@ABTAKNEWS1 https://t.co/qVzJuFqw2f",2024-03-30 18:44:16,,https://twitter.com/Jkambedkar95/status/1774062588529442927,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,raiabhi1111,abhishek verma,Neutral,"@IPPBOnline 
I am still waiting for your reply",2024-03-30 17:51:50,,https://twitter.com/raiabhi1111/status/1774049395102912756,Male,,,,0,0,4,"Lucknow, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Facebook.com,Vinod Yadav Yadav,Vinod Yadav Yadav,Neutral,155299 pe kol nhi lag raha hai,2024-03-30 16:59:52,,https://www.facebook.com/ippbonline/posts/pfbid02LWXdPRyUtzNpzwgbdAjfenpPCXNZUK7NsUaTj77f3BSS24eJdtxDR9Ug2Z59JGUGl,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,Budsghost,FUCK U ALL LOSER'VILLE,Neutral,@EclipseRecords @LouisvilleHuMer @LouisvilleHumor @IPPBOnline @LouisvilleMayor @terrymeiners @zeldawilliams @coasttocoastam @ByPatForde @Old_National @OldNavy @AngelaBisig @oo7 @911Broker @ai @dominos @Crimea @IvankaTrump @UPS @lukecombs @lukeskywalka11 @AirForceOne @Gain @tide @RollTide @Sarah3llen @blackcastle @Next @MLB @you @ridetarc @MTV https://t.co/A99inYv68J,2024-03-30 16:53:19,,https://twitter.com/Budsghost/status/1774034667441639811,,,,,0,0,352,"Udahoe hill billie clinton, ky",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,Budsghost,FUCK U ALL LOSER'VILLE,Neutral,"@EclipseRecords @LouisvilleHuMer @LouisvilleHumor @IPPBOnline @LouisvilleMayor @terrymeiners @zeldawilliams @coasttocoastam @ByPatForde @Old_National @OldNavy @AngelaBisig @oo7 @911Broker @ai @dominos @Crimea @IvankaTrump @UPS @lukecombs @lukeskywalka11 @AirForceOne @Gain @tide @RollTide @Sarah3llen @blackcastle @hummmmmmmerrrr

@next @ #caturday #cartoon 

@mlb _ @ @you. @ #737max

#anonymous - @Ridetarc 
#GMMTVxBookFair2024 

@mtV
#NHLJets 
#$$$$ #bitcoin",2024-03-30 16:51:00,,https://twitter.com/Budsghost/status/1774034083900801091,,,,,0,0,352,"Udahoe hill billie clinton, ky",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,Budsghost,FUCK U ALL LOSER'VILLE,Negative,"@EclipseRecords @LouisvilleHuMer @LouisvilleHumor @IPPBOnline @LouisvilleMayor @terrymeiners @zeldawilliams @coasttocoastam @ByPatForde @Old_National @OldNavy @AngelaBisig @oo7 @911Broker @ai @dominos @Crimea @IvankaTrump ""shit duh #fucks @uPs #Mexicans!""

@lukecombs ""back to fucking @lukeskywalka11 &amp; #skinny #sky #Walker!""

.
.
.

#p.s. uhhhhhh

c.b. #dench @airforceone lost #it 
@gain @tide w/ #BLEACH 

@RollTide .mmmmmmmmmm

@Sarah3llen ""#shit!""
@zeldawilliams #wtfups #vietconG!""¡ https://t.co/QEhAkSjViK",2024-03-30 16:47:57,,https://twitter.com/Budsghost/status/1774033316024324197,,,,,0,0,352,"Udahoe hill billie clinton, ky",0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,itz_manoj_rex,Mad N Channel,Positive,@IPPBOnline  in my gundamgere 561203 doddaballapur district  the post officer is taking 30 to 50 rs from  pension every time . grand parents and others in village there are 700 account and they take 30 to 50 from each making 21k a month the. Action must taken on them @ACOUPPolice https://t.co/ub2SQuS8Nu,2024-03-30 16:42:41,,https://twitter.com/itz_manoj_rex/status/1774031992994369595,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Facebook.com,Anurag Mishra Mishra,Anurag Mishra Mishra,Neutral,Sar main India post Bank mein khata khula hai aur main apni customer ID per phone karta hun,2024-03-30 15:53:38,,https://www.facebook.com/ippbonline/posts/pfbid02LWXdPRyUtzNpzwgbdAjfenpPCXNZUK7NsUaTj77f3BSS24eJdtxDR9Ug2Z59JGUGl,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,Q_friendz,Qousar,Neutral,@IPPBOnline FYI,2024-03-30 14:26:57,,https://twitter.com/Q_friendz/status/1773997832984547408,,,,,0,0,21,"New delhi, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,Uchihabibhu,Bibhu Patra,Negative,"@IPPBOnline 0000008925922 policy number 's premium payment was made via ippb app A/c-no.-040510072174
For rupees 539, the transaction failed but money was debited kindly solve as soon as possible as this is the worst possible situation any customer can face",2024-03-30 12:51:15,,https://twitter.com/Uchihabibhu/status/1773973748716294568,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Facebook.com,Veerdhan Kumar Pal,Veerdhan Kumar Pal,Neutral,Helpline number kya hai sar please bata dijiye contact karna hai,2024-03-30 12:33:37,,https://www.facebook.com/ippbonline/posts/pfbid0Gf5vCm3f3Zigqk7bGnHHryavbzCwKPHV7AVeN6J2PPKHsEN7sJMJjytvsvuUhseil,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,IndiaPostOffice,India Post,Neutral,@ChoupraSandeep Regret the inconvenience caused to you. For detailed inquiry and resolution of your concern we request you to share the complete details by emailing us at contact@ippbonline.in.,2024-03-30 11:46:17,,https://twitter.com/IndiaPostOffice/status/1773957401588416514,,,,,0,0,553832,"नई दिल्ली, भारत",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,IndiaPostOffice,India Post,Neutral,"@shyamkmr64 Thanks for reaching out to us, we acknowledge and appreciate your request and concerns expressed. However for detailed enquiry, please provide the details of the mail id through which mail has been marked on contact@ippbonline.in.",2024-03-30 11:45:55,,https://twitter.com/IndiaPostOffice/status/1773957310270062654,,,,,0,0,553832,"नई दिल्ली, भारत",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,IndiaPostOffice,India Post,Neutral,@SanskarTya15926 Regret the inconvenience caused to you. For detailed inquiry and resolution of your concern we request you to share the complete details by emailing us at contact@ippbonline.in.,2024-03-30 11:45:06,,https://twitter.com/IndiaPostOffice/status/1773957104577265710,,,,,0,0,553832,"नई दिल्ली, भारत",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,AnkeMaheshwari,Ankur Maheshwari,Neutral,"@IPPBOnline @IndiaPostOffice Are India Post offices open on 30 March 2024 in Jaipur (302017), Can I deposit in PPF today or tomorrow. Need urgent assistance.",2024-03-30 10:28:17,,https://twitter.com/AnkeMaheshwari/status/1773937773356912896,Male,,,,0,0,97,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,ambujkumarjeetu,बेरोज़गार Ambuj Kumar,Neutral,"@ECISVEEP @SpokespersonECI @IndiaPostOffice why not delivered this Voter Id to registered address 
@IPPBOnline @INCIndia @BJP4India https://t.co/nJNBP2eZCs",2024-03-30 10:18:57,,https://twitter.com/ambujkumarjeetu/status/1773935421942112728,,,,,0,0,65,Gaya,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
India Posts Payments Bank,2024-03-30,Twitter.com,shyamkmr64,SHYAM KUMAR,Neutral,"@IndiaPostOffice Are you sure ? you have escalated my request to the concerned department, It's more than 2 months still I didn't receive any response from your concerned department. Even not able request child aadhar enrollment from IPPB portal.
@IPPBOnline @IndiaPostOffice @UIDAI",2024-03-30 09:27:20,,https://twitter.com/shyamkmr64/status/1773922433730531622,Male,,,,0,0,2,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
