Date,Source,Screenname,Display Name,Sentiment,Content,Created Date/Time,Case Closed Date/Time,Link,Gender,City,State,Country,Retweet Count,Favorite Count,Followers Count,Location,Comments,Likes,Views,Shares,Dislikes,Verified Account,Post Type,Sub-Source,Ratings,Case Status,Case Assigned To,Case ID,Forums Response Comment,Forums Response By,Forums Response Time,Business Location,App Version,Device Name,Os Version,Language,Others,Category,SubCategory,PostType,Rating,General,Note1,Note2,Note3
2024-03-31,Facebook.com,FB User,FB User,Neutral,Count me in,2024-03-31 18:30:05,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=6792032194231573,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,Ram thisunmarithana,2024-03-31 18:22:48,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=278801631836557,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,Minarets joy ajaymona,2024-03-31 18:22:33,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=432426109161128,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://h26.in/gold/7adum3,2024-03-31 18:15:47,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=261431843707578,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"बहुत बढ़िया गेम 
प्रतिदिन 7 लाख तक जीत सकते है 
100% निष्पक्ष और सुरक्षित कैश गेम!
Install करे और ₹ 10 का बोनस पाएँ

https://nmxep.com/gold/lyf107
👆👆👆
डाउनलोड करने के लिए ऊपर दिए गए लिंक को क्लिक करें",2024-03-31 18:11:42,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=412805998035301,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,बहुत खूब,2024-03-31 17:23:58,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=1452712375640000,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,,2024-03-31 16:50:50,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=360149376339807,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,,2024-03-31 16:50:47,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=1454374438806752,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Negative,"Sir/Madam Greeting from Brahmin Parshuram Organized Society Conservation World Foundation Subject= Donation Take advantage of income tax exemption in connection with donating ******* ******* All over India,&#8203; people from different sections of the society living below the poverty line,&#8203; their health,&#8203; education and malnutrition,&#8203; marriage of poor girls,&#8203; Batuk Janeu,&#8203; religious pilgrimage,&#8203; tree plantation,&#8203; environment,&#8203; free food,&#8203; courtyard,&#8203; clothes,&#8203; old age home,&#8203; orphanage,&#8203; Painting,&#8203; repairing of temples in Khandel condition. Brahmin Parshuram is continuously striving for all the social works like Gauseva Ashram,&#8203; awareness of environment etc. Organized Society,&#8203; Protection of World Foundation. The organization is moving towards development. The organization expects from all of you,&#8203; exemption in income tax by giving donations,&#8203; financial support etc. The organizatio",2024-03-31 16:50:40,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=401956432462856,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,"👇👇👇👇
https://scene.taurus.cash/promotion/gold/slg_1700004/u/20747528/s/s3/5gmexv?channel=slg_1700004&lang=en&scene=s3&uid=20747528 
100% एक बहुत मस्त गेम है जिसका नाम है तीन पट्टी gold जिससे आप बहुत आसानी से बिना किसी दिक्कत के 2000,&#8203;,&#8203;,&#8203;3000,&#8203;,&#8203;,&#8203;6000 ,&#8203;,&#8203;100000 रोजाना कमा सकते हो और इस गेम की सबसे बड़ी बात आप बिना खेले भी कमा सकते हो और इस गेम में कोई भी फ्राउद् नहीं है इसकी 100% गेरेंटि है गेम को डाउनलोड कीजिए और रोजाना पैसा कमाइए यह गेम का लिंक है",2024-03-31 16:47:20,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1767207047119932,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/knqa5q,2024-03-31 16:03:19,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=2069154873454666,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"https://api.gm3f.com/h4A1
I am playing on 567 Slots India's #1 skilled gaming app. 
Join me on 567 Slots & start winning Real Cash Prizes today! 
1️⃣ Get a Joining bonus of  free 
2️⃣  ₹75 free 
3️⃣ 100% cashback on first deposit 
Enjoying Rummy,&#8203;LUDO,&#8203;Poker and 30+games with me. Click the link to download:",2024-03-31 15:14:59,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1685218998914269,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,Dhoka he,2024-03-31 15:12:46,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=1164355634938905,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,Nakli he,2024-03-31 15:12:26,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=434234889061097,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,Frod he,2024-03-31 15:12:05,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=729243439398384,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,Farzi he,2024-03-31 15:11:56,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=729440185723605,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,"Bura nah mano Holi hai 🌈master ne bharni paise ki jholi hai💰
Jaldi khelo agar banani nyi kholi🏠
Verified ✅ APP Link:https://refer9.com/m/vh4j3?f=w&p=default&l=en&tp=m60",2024-03-31 14:59:00,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1477126229885698,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://refer9.com/m/kfs3yf,2024-03-31 14:57:52,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1481300942794843,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,"क्या आपने Teenpatti Master और Teenpatti Gold का Latest Version Download किया क्या? यदि नही किया हैं तो आप नीचे दिए गए लिंक से डाऊनलोड कर सकते हैं।
👇🔥𝗧𝗲𝗲𝗻 𝗣𝗮𝘁𝘁𝗶 𝗠𝗮𝘀𝘁𝗲𝗿 𝗢𝗿𝗶𝗴𝗶𝗻𝗮l
👇🔥https://refer9.com/m/tjdcj
https://refer9.com/m/tjdcj
🔥𝗧𝗲𝗲𝗻 𝗣𝗮𝘁𝘁𝗶 𝗚𝗼𝗹𝗱 𝗢𝗿𝗶𝗴𝗶𝗻𝗮𝗹
👇🔥https://refer9.com/m/tjdcj
https://refer9.com/m/tjdcj
🔥https://refer9.com/m/tjdcj",2024-03-31 14:52:33,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=337867145931125,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,👍👏💐,2024-03-31 14:42:35,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=332477943172276,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://h25.in/gold/3vu7rh,2024-03-31 14:37:44,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=1513565946254832,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"भाई मैने बहुत सारे गेम खेले हैं लेकिन सबसे बेस्ट और रीयल गेम मुझे यहीं लगा तीन पत्ती गोल्ड और तीन पत्ती मास्टर एक बार आप भी ट्राई करो और हां लॉगिन बोनस सबसे पहले 500 रूपये मिलेगा💯उसके बाद 200₹,&#8203;या 300₹,&#8203; एड करो और अपने मन पसंद गेम खेलों और बहुत सारा पैसा जीतो ❤️Daliy Login Bonus 20₹,&#8203; नीचे क्लिक करो और डाउनलोड कर
 👇👇👇👇👇👇👇👇👇
https://h25.in/gold/3vu7rh
https://h25.in/gold/3vu7rh",2024-03-31 14:37:41,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=1150776219451753,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://h25.in/gold/3vu7rh,2024-03-31 14:28:00,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=970431428007741,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"भाई मैने बहुत सारे गेम खेले हैं लेकिन सबसे बेस्ट और रीयल गेम मुझे यहीं लगा तीन पत्ती गोल्ड और तीन पत्ती मास्टर एक बार आप भी ट्राई करो और हां लॉगिन बोनस सबसे पहले 500 रूपये मिलेगा💯उसके बाद 200₹,&#8203;या 300₹,&#8203; एड करो और अपने मन पसंद गेम खेलों और बहुत सारा पैसा जीतो ❤️Daliy Login Bonus 20₹,&#8203; नीचे क्लिक करो और डाउनलोड कर
 👇👇👇👇👇👇👇👇👇
https://h25.in/gold/3vu7rh
https://h25.in/gold/3vu7rh",2024-03-31 14:27:56,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1988339704938374,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/e4w7lp,2024-03-31 14:16:19,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=378556185007161,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,,2024-03-31 14:12:26,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=962837051872150,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"🔥New Best Earning APP Today🔥
😍Bonus ₹20 +₹200😍
💰 1 Refer Upto ₹2000💰
🔥Install +₹20 🔥Login Get ₹20🔥
👇👇👇👇👇👇
https://ydqp.uuy.com/Share?uid=117804944&cid=18&st=1&rid=0&subcid=lm_1000004",2024-03-31 14:09:08,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=923193963143033,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,,2024-03-31 13:53:27,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=1140367900439543,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Twitter.com,Twitter user,Twitter user,Neutral,DBSBankIndia Your branch team is not much active to solving in customer query Sir,2024-03-31 13:35:03,,https://twitter.com/Twitter User/status/1774347159015706929,,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-31,Twitter.com,Twitter user,Twitter user,Neutral,DBSBankIndia hi team i have given my request to regular my account on 27th March but no action taken on my request yet.. Plz do the needful in this,2024-03-31 13:33:04,,https://twitter.com/Twitter User/status/1774346663156736155,,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,Congratulations,2024-03-31 13:32:20,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=388964873928776,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"बहुत बढ़िया गेम 
प्रतिदिन 7 लाख तक जीत सकते है 
100% निष्पक्ष और सुरक्षित कैश गेम!
Install करे और ₹ 10 का बोनस पाएँ

https://nmxep.com/c/red/gold/lyf107?f=w&p=default&tp=gold1",2024-03-31 13:24:18,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1130075228019309,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,EID Mubarak to all my fb friends ❤️❣️❣️❤️,2024-03-31 13:21:32,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=822372016397337,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"बहुत बढ़िया गेम 
प्रतिदिन 7 लाख तक जीत सकते है 
100% निष्पक्ष और सुरक्षित कैश गेम!
Install करे और ₹ 10 का बोनस पाएँ

https://nmxep.com/c/red/gold/lyf107?f=w&p=default&tp=gold1",2024-03-31 13:17:18,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=7511867968872107,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,Nice,2024-03-31 13:17:15,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=1184567462525611,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/fo9q4s,2024-03-31 12:58:55,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=362752956752859,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,Happy Easter to all DBSians.,2024-03-31 12:50:44,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=422242693725749,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,Congratulations🎉🎉,2024-03-31 12:46:03,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=385435657736913,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"भाई मैने बहुत सारे गेम खेले हैं लेकिन सबसे बेस्ट और रीयल गेम मुझे यहीं लगा तीन पत्ती गोल्ड और तीन पत्ती मास्टर एक बार आप भी ट्राई करो और हां लॉगिन बोनस सबसे पहले 500 रूपये मिलेगा💯उसके बाद 200₹,&#8203;या 300₹,&#8203; एड करो और अपने मन पसंद गेम खेलों और बहुत सारा पैसा जीतो ❤️Daliy Login Bonus 20₹,&#8203; नीचे क्लिक करो और डाउनलोड कर
 👇👇👇👇👇👇👇👇👇
https://scene.agent61.com/promotion/m/slm_1900034/u/95304661/s/s1/83r93d?channel=slm_1900024&lang=en&scene=s1&uid=95304661",2024-03-31 12:44:47,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1561342904439994,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,इस गेम को आप दोस्तों मैं रेफर करके महीने का अच्छा इनकम कर सकते हो आप इसे बिना खेल के भी कमा सकते हैं रोज़ाना जितना आप इसे शेयर करेंगे उतना ही रोजाना पैसा कमाओगे और इस गेम में कोई भी फ्राउ नहीं है गेम को डाउनलोड करें आप और रोजाना पैसा कमाइए यह गेम का लिंक है👇👇👇👇👇https://h26.in/m/ztfgsn,2024-03-31 12:44:41,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1240056660306089,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,Happy Easter,2024-03-31 12:04:12,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=746374320970266,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/327ddv,2024-03-31 12:04:10,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=800290908616567,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/327ddv,2024-03-31 12:04:08,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=1763077414185647,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/nr9kc4,2024-03-31 11:52:49,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=938225651277753,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,Good,2024-03-31 11:33:55,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=771088594965604,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Neutral,,2024-03-31 11:15:12,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=1117406926068751,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,I love DBS,2024-03-31 11:14:56,,https://www.facebook.com/430005779526496/posts/435342095659531?comment_id=429488829466089,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_435342095659531, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"हेलो सर ,&#8203;
क्या आप शेयर बाजार में इन्वेस्ट करने का कर रहे है प्लान। 📈

तो आज ही शुरुआत करे हमारे साथ  ,&#8203;नि: शुल्क  शेयर की जानकारी प्राप्त करे। ,&#8203;साथ ही शेयर बाजार की ट्रेनिंग ले।✨

अपने भविष्य को सुरक्षित करे। निवेश करें। 

हमारी सेवा बिल्कुल फ्री है ।",2024-03-31 11:11:00,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=2079001562468627,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-31,Facebook.com,FB User,FB User,Positive,"At first I never beleive it until I experienced it. For a start I deposited $300 for a test and I got my return am so happy I invested under this platform and I’m now earning over $3000 Click on the link to join👇 and start earning massively 
👇👇👇👇👇👇👇
https://t.me/oliviaexperttrade",2024-03-31 11:10:56,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=1062408688392767,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
