"authorFollowersCount","authorFullName","authorProfileId","authorProfileUrl","authorType","commentsCount","image","isRepost","likesCount","postedAtISO","postedAtTimestamp","text","timeSincePosted","title","url","urn"
"105K","Fino Payments Bank Ltd","finopaymentsbank","https://www.linkedin.com/company/finopaymentsbank/","Company","4","https://media.licdn.com/dms/image/D4D22AQEauxZjwxc9Cg/feedshare-shrink_2048_1536/0/1693833033955?e=1712188800&v=beta&t=4-hOaqDko_gtVp8atEMTmxrsv_DFnYFuUOMDWKu6t5w","false","159","2023-09-04T13:10:35.411Z","1693833035411","We are ready!
We will be waiting for you at the booth number L-11, 2nd floor, Jio World Centre, Mumbai. 
#FikarNot #Fintech #innovation #digitalbanking","6mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7104450675756965888?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7104450675756965888%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7104450675756965888"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","31",,"false","1141","2023-12-22T13:05:29.429Z","1703250329429","We extend a warm welcome to the ‘I am Auric’ Winter Batch! Following a comprehensive induction, our AUric interns are all set to embark on a journey full of growth with AU Small Finance Bank. Wishing the best to our talented interns as they step into this promising chapter. 
 
 #IAmAUric #WinterInternship #AUSmallFinanceBank #Interns ","2mo","I am AUric Winter Batch","https://www.linkedin.com/feed/update/urn:li:activity:7143949669725880320?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7143949669725880320%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7143949669725880320"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","2","https://media.licdn.com/dms/image/D4D22AQEeEvPcaUEMtg/feedshare-shrink_2048_1536/0/1699084655268?e=1712188800&v=beta&t=tb5atx-_BL-e_dWZgv9S-fCFsSr8ELH0oWlMSQpzRMk","false","36","2023-11-04T07:57:36.844Z","1699084656844","""IPPB has constantly been empowering lives. Anshika Sahu, Branch Postmaster at Dighaura BO, Raebareli, has exemplified the heart of IPPB's mission by delivering crucial AePS and CELC services to the elderly, Phool Dulaari, a bedridden beneficiary. With unwavering dedication, IPPB is redefining accessibility, fostering hope and making a difference where it matters the most.""

#Aapkabankaapkedwaar #Bankingatlastmile","4mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7126477572539887616?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7126477572539887616%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7126477572539887616"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","7","https://media.licdn.com/dms/image/D4D22AQE8Fwg4CN-z4A/feedshare-shrink_2048_1536/0/1708689886772?e=1712188800&v=beta&t=aWFJTqtzIwmbBQaVYFc_qIfmEp_My6erNHMN3faQ6rA","false","90","2024-02-23T12:04:47.896Z","1708689887896","Test your knowledge to decipher the most commonly used acronyms in banking & finance. Mention your correct answer in the description box. 
Stay tuned for the next question. 
#DICGC #deposits #insurance #security #suryodaybank #bankofsmiles","1w",,"https://www.linkedin.com/feed/update/urn:li:activity:7166764831562162176?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7166764831562162176%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7166764831562162176"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","2","https://media.licdn.com/dms/image/D5622AQFqWD3qbcrQmg/feedshare-shrink_2048_1536/0/1707365628321?e=1712188800&v=beta&t=cDebXp_H-UVNo78M6xZEJoCZj97AKmkZFeAHUw5aILk","false","187","2024-02-08T04:13:49.129Z","1707365629129","Choose Jana Small Finance Bank Fixed Deposit and enjoy best-in-class interest rates. Click the link https://bit.ly/3HPrIe2 to Apply Now. 
","3w",,"https://www.linkedin.com/feed/update/urn:li:activity:7161210487718735872?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7161210487718735872%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7161210487718735872"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","1","https://media.licdn.com/dms/image/D4D22AQGZDQ7qAkFGiQ/feedshare-shrink_2048_1536/0/1701050774404?e=1712188800&v=beta&t=hcgrQ9o5DURqv98v-ZuEVpCadfEoZ6lkWVLxpJmxRkM","false","39","2023-11-27T02:06:16.005Z","1701050776005","May the divine blessings of Guru Nanak Dev Ji be with you always and fill your life with peace, happiness, and spiritual growth. Happy Gurpurab.

#Aapkabankaapkedwaar #Bankingatlastmile #GuruNanakJayanti ","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7134724074001289216?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7134724074001289216%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7134724074001289216"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","2",,"false","113","2023-09-26T06:43:35.331Z","1695710615331","While you read this, a tree is being cut down to make paper. Let's be part of the solution! Embrace a paperless approach with AU Digital Banking and contribute to a greener future.

#Digital #AU0101 #WorldEnvironmentHealthDay","5mo","World Environment Health Day","https://www.linkedin.com/feed/update/urn:li:activity:7112325816725757953?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7112325816725757953%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7112325816725757953"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","3","https://media.licdn.com/dms/image/D4D22AQGFNVzFgq7XUg/feedshare-shrink_2048_1536/0/1695710905304?e=1712188800&v=beta&t=QNmd13qvjniKe7BEOzgPy9-j8KfXeRCJMm72WdrvMYE","false","64","2023-09-26T06:48:26.455Z","1695710906455","This festive season, unlock the door to your dream home with Suryoday Home Loan. Avail convenience of hassle-free process, doorstep servicing and many more benefits. 
To apply, visit the link suryodaybank.com/apply or call on 1800 266 7711 
#homeloans #loans #home #bankofsmiles #suryodaybank","5mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7112327037788262401?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7112327037788262401%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7112327037788262401"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","5","https://media.licdn.com/dms/image/D5605AQHHAjvDUsc-Og/feedshare-thumbnail_720_1280/0/1703255414527?e=1710093600&v=beta&t=wzzfQOBBr59LQZ7ywhvXhgrLKizGVwB8GBz_WwYIMAE","false","165","2023-12-25T02:30:03.938Z","1703471403938","May the jingle of bells fill your heart with joy and the warmth of the season bring happiness to your home. Merry Christmas.​

#JanaSFB #Christmas #MerryChristmas #Banking #SantaClause","2mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7144876923423240192?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7144876923423240192%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7144876923423240192"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","1","https://media.licdn.com/dms/image/D5622AQFQ6fRuWCmgow/feedshare-shrink_2048_1536/0/1708073636700?e=1712188800&v=beta&t=n6wBVutC3eBlWKlPjJsKOCqcbmfNk1BDnMzof7v5BtM","false","31","2024-02-16T08:53:57.363Z","1708073637363","Now meet all your premium deadlines without missing a beat using India Post Payments Bank Mobile Banking App.
 Select ‘LIC’ from the Biller List to proceed with payments. Securely complete your transaction using the quick and paperless process on the user-friendly mobile banking app.
 
 Embrace one-tap financial convenience with India Post Payments Bank!
 
 Links to download IPPB Mobile Banking App-
 👉For Android Users - https://lnkd.in/g6N88uF6
 👉For iPhone Users - https://lnkd.in/gifBU3yX
 
#Aapkabankaapkedwaar #Bankingatlastmile","2w",,"https://www.linkedin.com/feed/update/urn:li:activity:7164180089486729216?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7164180089486729216%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7164180089486729216"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","7","https://media.licdn.com/dms/image/D5622AQHuP43RISuq6Q/feedshare-shrink_2048_1536/0/1704873154762?e=1712188800&v=beta&t=8xqAohv3mZDInUXgy_-uwoYeaYW4jCXDkHiaD8cECS8","false","111","2024-01-10T07:52:35.671Z","1704873155671","Don’t delay your business expansion anymore. Suryoday Commercial Vehicle Loan gives you hassle free quick processing and many more benefits. 
To apply, visit the link www.suryodaybank.com/apply or call on 1800 266 7711 

#cv #commercialvehicleloan #loan #transportvehicle #suryodaybank #bankofsmiles","1mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7150756296323944450?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7150756296323944450%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7150756296323944450"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","97","https://media.licdn.com/dms/image/D4D22AQHPrvFQ3oKgFw/feedshare-shrink_2048_1536/0/1691559128578?e=1712188800&v=beta&t=ZQEVAK-6YAaP87BtHYGwXL4D9FP0jwHl4o5ZsJkB1_Q","false","221","2023-08-09T05:32:10.101Z","1691559130101","Experience the future of banking with AU Small Finance Bank, the pioneer of 24x7 Customer Service on Video Banking in India! Enjoy effortless branch-like assistance and instantly address your queries – whether it's updating contact information, credit card inquiries or PIN changes – do it all with the guarantee of a robust security framework and improved customer experience, redefined for your delight and peace of mind. 

#BankingAroundTheClock #VideoBanking24x7 #VirtualBanking #BankingAnytimeAnywhere #NewLaunch #AUSmallFinanceBank","7mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7094913225619570688?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7094913225619570688%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7094913225619570688"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","400","https://media.licdn.com/dms/image/D4D22AQE2vkFD8uNUDg/feedshare-shrink_2048_1536/0/1700294997937?e=1712188800&v=beta&t=lhUV8bTgXI1yuIxXx5wAVYJmJ-8HoPL89PmG62oLzcg","false","1254","2023-11-18T08:09:59.059Z","1700294999059","Take your banking career to the next level with Jana Small Finance Bank.

Apply now for the role of Relationship Manager by sending your resume to careers@janabank.com.

#JanaBank #JoinUs #RelationshipManagerOpportunity #JanaSmallFinanceBank #CareerGrowth","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7131554115733630977?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7131554115733630977%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7131554115733630977"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","2","https://media.licdn.com/dms/image/D4D22AQEnYdj8gZFxAA/feedshare-shrink_2048_1536/0/1692174827655?e=1712188800&v=beta&t=0eT2pQyamHxmAT6WLpKQ4KcKg2Ir2AjbNSz77kgFni0","false","20","2023-08-16T08:33:48.424Z","1692174828424","Moving into your own house is no more a distant dream now. Apply for an easy Housing Loan through India Post Payments Bank loan referral service and shift into your dream house today! Connect with your nearest IPPB branch or Post Office today.

अब खुद के घर में रहने का सपना करें साकार। आईपीपीबी के ऋण रेफरल सेवा के जरिए आवास ऋण प्राप्त करें और अपने सपनों के घर का सपना पूरा करें। आज ही आईपीपीबी की निकटतम शाखा या डाकघर से संपर्क करें।

#Aapkabankaapkedwaar #Bankingatlastmile","7mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7097495651558580226?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7097495651558580226%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7097495651558580226"
"105K","Fino Payments Bank Ltd","finopaymentsbank","https://www.linkedin.com/company/finopaymentsbank/","Company","3","https://media.licdn.com/dms/image/D4D05AQEyVNeZ8NyWJg/videocover-high/0/1700807878374?e=1710093600&v=beta&t=ISGNJsqQZThVqzQpu_pUBoaVwt8yqJb1Qm_U9v188TQ","false","122","2023-11-24T06:37:59.435Z","1700807879435","A few glimpses of Diwali Celebration at Fino Offices. 
We wish you a very prosperous and happy belated Diwali. 

#FikarNot #HarDinFino #diwali2023  ","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7133705291946221568?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7133705291946221568%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7133705291946221568"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","7","https://media.licdn.com/dms/image/D4D22AQGzUnqA_okDBg/feedshare-shrink_2048_1536/0/1701666145743?e=1712188800&v=beta&t=M_VHfjUIozvu6OlIOOjLW-etC_pl7vl-0cofk8m9Bms","false","133","2023-12-04T05:02:27.733Z","1701666147733","We salute the fearless Indian Navy Force heroes for keeping the nation's coasts and frontiers safe with their bravery. 

#navyday #indiannavyday #bankofsmiles #suryodaybank","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7137305130101538817?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7137305130101538817%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7137305130101538817"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","6",,"false","142","2024-01-29T13:00:08.292Z","1706533208292","Celebrating Mr. Pranesh Choudhari's unstoppable spirit! By conquering one of the world's largest Comrades Ultramarathons in South Africa, our very own Branch Relationship Manager made India proud. This is what we call going #BeyondTheDesk and following your passion.

#AUEmployees #ComaradesMarathon #WinningSpirit #Resilience","1mo","Beyond The Desk","https://www.linkedin.com/feed/update/urn:li:activity:7157719061672411136?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7157719061672411136%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7157719061672411136"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","6","https://media.licdn.com/dms/image/D5622AQGS2U6_eGjjNA/feedshare-shrink_2048_1536/0/1701057908137?e=1712188800&v=beta&t=d6186F5k0H5elNkORhbUhyXR0QbE5E8BExntXaKIMLE","false","187","2023-11-27T04:05:09.544Z","1701057909544","Embracing the divine teachings of Guru Nanak Dev Ji on this auspicious Guru Nanak Jayanti! Let's celebrate the spirit of unity and compassion.
#gurunanakjayanti  #peace #loveandkindness ","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7134753994232516609?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7134753994232516609%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7134753994232516609"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","0","https://media.licdn.com/dms/image/D4D22AQG9B1ZOUctY1w/feedshare-shrink_2048_1536/0/1697789418267?e=1712188800&v=beta&t=g4GjWKNVxi-h7LjpxJPHJDp943XUrsxWczSX1au-ypM","false","17","2023-10-20T08:10:19.102Z","1697789419102","India Post Payments Bank's vision of Financial Inclusion for all takes shape in the form of Domestic Money Transfer facility. It has an advantage of no requirement of any Bank account for sender to transfer funds to any bank account swiftly in any corner of India through IPPB’s Business correspondent.  

#Aapkabankaapkedwaar #Bankingatlastmile #DomesticMoneyTransfer","4mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7121044951697666049?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7121044951697666049%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7121044951697666049"
"105K","Fino Payments Bank Ltd","finopaymentsbank","https://www.linkedin.com/company/finopaymentsbank/","Company","8","https://media.licdn.com/dms/image/C5605AQF9e2HOySzuIQ/feedshare-thumbnail_720_1280/0/1679635732384?e=1710093600&v=beta&t=IOOod5UI2j2CcIWlyQENvFW1eAsLILRd4uHHvFN83c8","false","151","2023-03-24T05:29:21.141Z","1679635761141","Kya aa raha hai? 
We can't keep calm. Can you? 
Bane rahiye humare #PowerPlay ka hissa aur dekhte rahiye hum sub ke saath!
                                                                                                                                                     To download FinoPay app click on the link below and get updates.
                                                                                                                                                          https://lnkd.in/g8h-4m2p                                                                                                     
                                                                                                                                                                                                                 #HarDinFino #WinningPerformance #ExcitementOverload #StayTuned  #KhushiyonKaKhazana #FinoPaymentsBank #SavingsAccount #FinoPay  #cricketvideos #cricketislife","1yr",,"https://www.linkedin.com/feed/update/urn:li:activity:7044902991497236480?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7044902991497236480%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7044902991497236480"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","2","https://media.licdn.com/dms/image/D4D22AQHlYm273eebSQ/feedshare-shrink_2048_1536/0/1690970954229?e=1712188800&v=beta&t=YaZY1TwRDy8i5Bq2mDs28mlcRCyKLPND-9wdVbBgs0s","false","18","2023-08-02T10:09:15.816Z","1690970955816","The student scholarships may not reach you if your Aadhaar is not updated with mobile no. due to failed OTP based authentication. IPPB offers Aadhaar-mobile update service at your doorstep. Please contact your trusted Postman/ Grameen Dak Sevak to avail this service.

यदि आपका आधार मोबाइल नंबर के साथ अपडेट नहीं है तो ओटीपी आधारित प्रमाणीकरण विफल होने के कारण आपकी छात्रवृत्ति आपके खाते में नहीं पहुंच पाएगी। आईपीपीबी आपके द्वार पर आधार-मोबाइल अपडेट सेवा प्रदान करता है। कृपया इस सेवा का लाभ उठाने के लिए अपने विश्वसनीय डाकिया/ग्रामीण डाक सेवक से संपर्क करें।

#Aapkabankaapkedwaar #Bankingatlastmile #Aadhaar","7mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7092446243863302144?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7092446243863302144%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7092446243863302144"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","11",,"false","569","2023-11-15T07:57:13.181Z","1700035033181","To infuse a festive vibe, AU Small Finance Bank embraced the spirit of Easy Dressing Week, igniting positive energy and spreading smiles across the workplace. Employees adorned smart casuals, adding vibrant colors to the festive season. Here are some snapshots of the week. 

#Celebration #EasyDressingWeek #AUSmallFinanceBank","3mo","Easy Dressing Week","https://www.linkedin.com/feed/update/urn:li:activity:7130463739811684352?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7130463739811684352%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7130463739811684352"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","3","https://media.licdn.com/dms/image/C4D22AQE4xH-xnTwhkA/feedshare-shrink_2048_1536/0/1678807287834?e=1712188800&v=beta&t=EDxe1tI8QpbExOsuhbTPupJwEK9w1zQ-yBqVkQ151_M","false","162","2023-03-14T15:21:29.426Z","1678807289426","Celebrate even moRRRe with newly launched Blossom Women’s Savings Account which gives you host of benefits and offers.

Apply now: suryodaybank.com/apply 

#topical #oscar #bankofsmiles","1yr",,"https://www.linkedin.com/feed/update/urn:li:activity:7041428129269071872?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7041428129269071872%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7041428129269071872"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","4","https://media.licdn.com/dms/image/D4E22AQFfn6Js7nLg_A/feedshare-shrink_2048_1536/0/1704470098800?e=1712188800&v=beta&t=AnZNwjGf1p_jnVjy9UbVllPnCAiPNZOTQyvIM4eAnjw","false","206","2024-01-06T03:30:01.043Z","1704511801043","Introducing the Freedom Account by Jana SFB – Your Business, Your Rules. Personalized solutions for small business owners with multiple benefits. It's time to experience banking on your own terms.

For more information, visit https://bit.ly/3NQWTcA

#FreedomAccount #JanaSFB #Business #Jana #SmallBusiness #Shopkeeper #Banking","2mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7149240665162317825?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7149240665162317825%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7149240665162317825"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","0","https://media.licdn.com/dms/image/D5622AQHLxVH3IbraNw/feedshare-shrink_2048_1536/0/1709361526333?e=1712188800&v=beta&t=bnb8sjP8giiZ7s8EwsG25832zTIaJm1ZE8C-ADq7msQ","false","59","2024-03-03T02:30:02.297Z","1709433002297","Join hands with India Post Payments Bank to protect our planet by adopting sustainable solutions and eco-friendly measures to build a wildlife-secure India. IPPB, with its paper-less digital banking infrastructure to promote less-cash economy with frugal innovations aims to provide advanced financial services. Together, we can create a greener and brighter future for each one of us.

#WorldWildlifeDay #Aapkabankaapkedwaar #Bankingatlastmile","14h",,"https://www.linkedin.com/feed/update/urn:li:activity:7169881679266824192?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7169881679266824192%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7169881679266824192"
"56K","India Post Payments Bank","india-post-paymentsbank","https://www.linkedin.com/company/india-post-paymentsbank/","Company","2","https://media.licdn.com/dms/image/D4D22AQFff0ireArHiw/feedshare-shrink_2048_1536/0/1700027746300?e=1712188800&v=beta&t=qAdj52ig9GU0d4HWcW8KB6_Af5FqGNVUpR6FXXKsUKM","false","17","2023-11-15T05:55:47.088Z","1700027747088","We at IPPB have always taken pride in banking the unbanked, and this time, we are taking it a step further. Presenting a vibrant celebration from November 15th to 25th, 2023, honouring Janjatiya Gaurav Diwas. Join us in commemorating the resilience and bravery of tribal heros.

#Aapkabankaapkedwaar #Bankingatlastmile #JanjatiyaGauravDiwas ","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7130433179722653696?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7130433179722653696%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7130433179722653696"
"589K","AU SMALL FINANCE BANK","aubank","https://www.linkedin.com/company/aubank/","Company","8",,"false","582","2023-09-20T12:53:10.333Z","1695214390333","AU Small Finance Bank’s Founder, MD & CEO, Mr. Sanjay Agarwal, was among the chief guests at the Elets Technomedia National Revenue Summit in Jaipur, Rajasthan. The summit touched upon the theme of “Boosting Economic Growth through Effective Revenue Management”. Many dignitaries were present at the summit, including Shri Akhil Arora (IAS), Additional Chief Secretary, Department of Finance, Excise & Taxation, Government of Rajasthan, and Shri Krishna Kant Pathak (IAS), Secretary, Department of Finance (Revenue), Government of Rajasthan. While addressing the audience, Mr. Agarwal highlighted the importance of asset management for a steady revenue stream. His valuable insights on the banking system paved the way for more discussions on the emerging opportunities and the roadmap ahead for the banking industry.

#AUSmallFinanceBank #EffectiveRevenueManagement #NationalRevenueSummit","5mo","National-Revenue Summit","https://www.linkedin.com/feed/update/urn:li:activity:7110244498231730176?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7110244498231730176%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7110244498231730176"
"121K","Suryoday Small Finance Bank Ltd","suryodaysmallfinancebankltd","https://www.linkedin.com/company/suryodaysmallfinancebankltd/","Company","0",,"false","121","2024-02-10T10:32:39.091Z","1707561159091","In association with Suryathon, Suryoday Small Finance Bank organised a yoga session at Juhu beach,Mumbai on 10-Feb
It aimed to create Health, Happiness, and Harmony.

Around 300+ participants attended and spreaded awareness on beach cleanliness and plastic free environment.

The participants applauded Suryoday Bank’s contribution for the cause.

#yoga #fitness #saynotoplastic #suryathon #suryodaybank #bankofsmiles","3w","Suryathon Activity ","https://www.linkedin.com/feed/update/urn:li:activity:7162030599820578816?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7162030599820578816%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7162030599820578816"
"290K","Jana Small Finance Bank","jana-small-financebank","https://www.linkedin.com/company/jana-small-financebank/","Company","11","https://media.licdn.com/dms/image/D4D22AQGfChFRBYPDPg/feedshare-shrink_2048_1536/0/1697779947153?e=1712188800&v=beta&t=0mv6p1qpDVfPCbyEX-Y7luUQBevyfZqFoLCjy6ps9I0","false","360","2023-10-20T05:32:28.415Z","1697779948415","May the divine presence of Maa Durga fill your life with strength, happiness, and prosperity. Happy Durga Puja to all.

#DurgaPuja2023 #DurgaPujaCelebrations #DurgaPuja #JanaSFB","4mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7121005228757254145?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7121005228757254145%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7121005228757254145"
