"authorFollowersCount","authorFullName","authorProfileId","authorProfileUrl","authorType","commentsCount","image","isRepost","likesCount","postedAtISO","postedAtTimestamp","text","timeSincePosted","title","url","urn"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","1","https://media.licdn.com/dms/image/sync/D5627AQEdM3gPQ83zIg/articleshare-shrink_800/0/1709013477751?e=1709640000&v=beta&t=1NQ5kGt-MvANokoOiGqAWQ6B45nDqefVGVJAW-t3VCQ","false","166","2024-02-13T06:05:53.522Z","1707804353522","“We are growing at a CAGR of over 40%. The revenues have grown 47% YoY and the profits are growing even faster” said Anubrata Biswas, MD & CEO of #AirtelPaymentsBank in an interview with moneycontrol.com talking about the Bank’s strong performance in the Quarter 3 of FY24. 
Read the full story: https://lnkd.in/ekubeXCR 
 #DigitalBank #Profitable #Fintech #Growth","2w","We have a 5 to 7 times spike in applications for online payments bank accounts since Jan 31: Anubrata Biswas, CEO Airtel Payments Bank","https://www.linkedin.com/feed/update/urn:li:activity:7163050631195250689?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7163050631195250689%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7163050631195250689"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","6","https://media.licdn.com/dms/image/sync/D4D27AQHh-ETsgAwYmA/articleshare-shrink_800/0/1707862078586?e=1709640000&v=beta&t=kogaqoiUbxYL_nOnapNqc16uOAYDGfTi7Dlk38AH97M","false","191","2023-09-12T11:17:11.189Z","1694517431189","Why put your life savings at stake? 
#SkipTheFraud with #AirtelPaymentsBank and keep your savings safe. Say goodbye to the risk of exposing your main account and switch to the #SafestDigitalAccount.

Read full story at: https://lnkd.in/dEg_D_Hf","6mo","Life savings at stake: The shocking truth behind using your main bank account for every transaction!","https://www.linkedin.com/feed/update/urn:li:activity:7107321239706189825?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7107321239706189825%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7107321239706189825"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","13","https://media.licdn.com/dms/image/D5622AQHdVKdfx-OQCw/feedshare-shrink_2048_1536/0/1704437708019?e=1712188800&v=beta&t=_6h2LBnfUgdHsZZjCoeemuC-ByHxDInF4hzjyfM1LNk","false","154","2024-01-05T06:55:09.651Z","1704437709651","Every individual's journey is unique and special, shaped by their experiences and learnings. Meet Saumya Trivedi, a key player in our Customer Experience team. She defines her journey with #AirtelPaymentsBank as more than just a job; it has been an engaging and fulfilling experience. Saumya's enthusiasm and commitment are a testament to the vibrant and supportive work environment we cultivate at the Bank. 
Stay tuned to know more such inspiring journeys of incredible #WomenAtBank.
#DigitalBank #WorkJourney #Diversity #Inclusion
","1mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7148929903340470272?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7148929903340470272%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7148929903340470272"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","5","https://media.licdn.com/dms/image/D5622AQHR6AW7dOwKdg/feedshare-shrink_2048_1536/0/1705569603910?e=1712188800&v=beta&t=Yfsdz8JV0HkUyNxyc2yl7kzSWXPOzccs2puETN4whZw","false","284","2024-01-18T09:20:05.434Z","1705569605434","At #AirtelPaymentsBank we firmly believe that ‘Inclusion ignites Innovation’. Here’s a glimpse of our recent campus hiring at the The Vedica Scholars Programme for Women, a great interactive session with an zealous and dynamic batch of young and ambitious women.

#WomenAtBank #Diversity #Inclusion #Womenleaders #Campushiring

Shilpi Kapoor Shruti Thakral Akshita Singh Garima Bhardwaj harshita thapa
","1mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7153677418350694400?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7153677418350694400%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7153677418350694400"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","7","https://media.licdn.com/dms/image/D5622AQEPk4oBuWrV-w/feedshare-shrink_2048_1536/0/1704980560921?e=1712188800&v=beta&t=UDXiuK7ZKBMcyRwXKQO6AxOp_g5zsd71dfW269bbY2E","false","221","2024-01-12T04:30:02.558Z","1705033802558","Meet Pankhuri Gupta, a dynamic member of our team. She has been with us for over 18 months and has become an integral part of our strategic and project management team. Pankhuri shares that her experiences in project management at the Bank have added to her learning curve, and she is excited about the growth opportunities that lie ahead in her career at #AirtelPaymentsBank.
Stay tuned for more from our incredible #WomenAtBank.
#DigitalBank #WorkJourney #Diversity #Inclusion
","1mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7151430098204676097?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7151430098204676097%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7151430098204676097"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","21","https://media.licdn.com/dms/image/D4D22AQHynLT2Ur-0Cg/feedshare-shrink_2048_1536/0/1701411698239?e=1712188800&v=beta&t=4jHCP4RB-zudB2oakjMcXsf-0UgRrf5wBFl4JX3HhPY","false","207","2023-12-01T06:21:41.518Z","1701411701518","Meet Poulomi Bhattacharya, a driving force in our Sales Team, as she shares her experience of working at #AirtelPaymentsBank. Poulomi has been supporting training vertical for little over a year now and her journey has been nothing short of exhilarating, marked by continuous learning and impactful initiatives. 
Stay tuned to know more such inspiring journeys of incredible #WomenAtBank, who are making their mark and driving positive change within our organisation!
#EmpoweringSuccess #DigitalBank #CareerJourney #Dedication ","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7136237905324179456?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7136237905324179456%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7136237905324179456"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","11","https://media.licdn.com/dms/image/D5622AQFYTTwOOAiRyw/feedshare-shrink_2048_1536/0/1703225538158?e=1712188800&v=beta&t=WVY5zzpA53YRQWIZL8mY_V43s3Tn0-ITps0e-M9yyis","false","267","2023-12-22T06:12:19.976Z","1703225539976","Meet Monika Ahlawat, a rising star in our Product Department. She has witnessed and contributed to the Bank's growth journey, from a team of around 50 members to becoming a profitable payments bank. Monika defines #AirtelPaymentsBank as a workplace where everyone feels valued, respected, and motivated. 
Stay tuned to know more such inspiring journeys of incredible #WomenAtBank.
#DigitalBank #WorkJourney #Diversity #Inclusion
","2mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7143845695223906304?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7143845695223906304%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7143845695223906304"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","30","https://media.licdn.com/dms/image/D5622AQGXmPxzhHfsIQ/feedshare-shrink_2048_1536/0/1700202323698?e=1712188800&v=beta&t=zYSTqfaus0VpNF6Rsin4gShwNmduXp0-NL0OPYyjDhs","false","211","2023-11-17T06:25:25.287Z","1700202325287","Meet Ruchi Saxena, a valued member of our Sales team. Her journey with the Bank has been a blend of opportunities and challenges. She shares that the Bank's inclusive and collaborative work culture, which values diversity and promotes everyone's growth, has been instrumental in shaping her positive work experience. Stay tuned to know more such inspiring journeys of incredible #WomenAtBank.
#AirtelPaymentsBank #GreatPlaceToWork #DigitalBank #WorkJourney
","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7131165413761052673?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7131165413761052673%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7131165413761052673"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","7","https://media.licdn.com/dms/image/D4D22AQGG-e38NPbHlg/feedshare-shrink_2048_1536/0/1700650665338?e=1712188800&v=beta&t=zCYiQrF8CpKbH9t2KTtgp4Oi266Dbz5ExAcoF6nLH4I","false","166","2023-11-22T10:57:47.034Z","1700650667034","Explore the future of financial services with our Chief Operating Officer, Ganesh Ananthanarayanan, in a fireside chat on 'What Lies Beyond: Are Financial Services Ready for Tomorrow's Customers?' Join him at DATE (Digital Acceleration & Transformation Expo) by Trescon, on 23rd November 2023, 3:35 PM at Yashobhoomi (IICC Dwarka), New Delhi. 
For more insights and information, visit https://datewithtech.com/
#AirtelPaymentsBank #DigitalBank #DateWithTech2023 #FinancialServices #FiresideChat ","3mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7133045895343878144?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7133045895343878144%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7133045895343878144"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","26","https://media.licdn.com/dms/image/D4D22AQHCxQWpzyqoWg/feedshare-shrink_2048_1536/0/1696573027705?e=1712188800&v=beta&t=VGU69slnQIJ4nlbq9kSRRJnsJ901ZoCdQSVlRvtJGG0","false","189","2023-10-06T06:17:12.428Z","1696573032428","Our experiences and learnings make our journey unique and special. Meet Swati Aggarwal, from our dynamic sales team, as she shares how her first year of working at #AirtelPaymentsBank has been. Join us in the journey to celebrate extraordinary #WomenAtBank, igniting innovation and inspiring change at every step. Stay tuned for more inspiring narratives! 
#GreatPlaceToWork #DigitalBank
","5mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7115943056205361152?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7115943056205361152%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7115943056205361152"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","8","https://media.licdn.com/dms/image/D4D22AQHEFrulPqK6sQ/feedshare-shrink_2048_1536/0/1697799183699?e=1712188800&v=beta&t=qanVAAKiUJa-mH6NVD7VYms68XzGc0Y3fp6AfZnRM9w","false","118","2023-10-20T10:53:04.767Z","1697799184767","Meet Priyanka Kumari, an integral member of our Sales team as she relentlessly focuses on fostering business growth. She reckons that the Bank’s unwavering trust and the nurturing support provided by all the leaders is what truly makes it a great place to work. Stay tuned to know more such inspiring career journeys of incredible #WomenAtBank.
#AirtelPaymentsBank #GreatPlaceToWork #DigitalBank
","4mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7121085911865450496?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7121085911865450496%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7121085911865450496"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","11","https://media.licdn.com/dms/image/D4D22AQHR_PXvZBgSkA/feedshare-shrink_2048_1536/0/1697179017491?e=1712188800&v=beta&t=mrR_FuH7fwLfQ-ZmnFMDyIenymOIKWI7PWuXrZ6Zt7o","false","168","2023-10-13T06:36:59.143Z","1697179019143","Meet Shilpa Bhando from our Sales Team, who lives by the mantra of 'if it doesn't challenge you, it won't change you.' Her experiences and learnings at #AirtelPaymentsBank have challenged her to understand the customer's requirements and deliver the best possible solutions, making every day exciting. Stay tuned for more inspiring narratives!
#WomenAtBank #GreatPlaceToWork #DigitalBank
","4mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7118484748708003841?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7118484748708003841%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7118484748708003841"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","5","https://media.licdn.com/dms/image/D4D22AQGrDn2bVjjc5g/feedshare-shrink_2048_1536/0/1696309904645?e=1712188800&v=beta&t=igOAvWW0ezENRHwQ4QB1SWpMCCobgp22yy5WZVOWoTU","false","289","2023-10-03T05:11:46.351Z","1696309906351","Explaining how #AirtelPaymentsBank has the largest banking network in India and in the world, Anubrata Biswas, MD & CEO of Airtel Payments Bank, opines that there is a strong case for payments banks to foray into digital lending. He shares “Digital lending on payments bank scale will be very impactful. And this should be as an addition to the payments bank model, not as a transition to another licence such as small finance banks, as that would defeat the original purpose of scale and inclusion.”
Read the full story: https://lnkd.in/d-G54Dxu 

#DigitalBank #Inclusion #B2B  #Lending #SmallTicketLoans ","5mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7114839425448128512?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7114839425448128512%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7114839425448128512"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","3","https://media.licdn.com/dms/image/D4D22AQHPqLs_tQ-OHw/feedshare-shrink_2048_1536/0/1691135188043?e=1712188800&v=beta&t=Cujnql1pHJAM-5X4cLDCB-Ebhp3cDfMuovHg7EKx4xE","false","150","2023-08-04T07:46:30.117Z","1691135190117","Meet Akshita Singh from our Corporate Business Alliances team, who has been with us for two years. She shares her journey of building strategic business partnerships at #AirtelPaymentsBank. The continuous support and guidance from the leaders, along with the collaborative approach, is what keeps her going!
Stay tuned until next Friday when we introduce another amazing woman at the Bank.
#WomenAtBank #GreatPlaceToWork #DigitalBank ","7mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7093135092448935936?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7093135092448935936%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7093135092448935936"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","1","https://media.licdn.com/dms/image/D4D22AQGMPxhW7xWUcw/feedshare-shrink_2048_1536/0/1690525396967?e=1712188800&v=beta&t=myTz4oWLA2Uz8ZgfR5WjkMLdP-VGlhfPoU1VPk1RGtY","false","132","2023-07-28T06:23:17.996Z","1690525397996","At #AirtelPaymentsBank, we strive to provide our customers with a seamless and secure banking experience. Meet Gunpreet Taneja from our customer experience team. She thinks about the end-user experience and accordingly plans to make it even better. Her dedication and commitment to delivering exceptional customer experiences is truly inspiring.
Stay tuned for next Friday when we introduce another amazing woman at the Bank.
#WomenAtBank #GreatPlaceToWork #DigitalBank
","7mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7090577438916714497?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7090577438916714497%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7090577438916714497"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","24","https://media.licdn.com/dms/image/D4D22AQEepi6gsmy0yQ/feedshare-shrink_2048_1536/0/1695381220167?e=1712188800&v=beta&t=orvA1k9PVCw93waIYDVCbkroL1WFqYEvVNqyYh3xTDM","false","220","2023-09-22T11:13:41.988Z","1695381221988","Meet Geetika Manchanda from our Sales team, who shares her journey of working at #AirtelPaymentsBank. She believes the Bank’s commitment to diversity and inclusivity has created a work environment that has enabled her to learn, grow, and make a difference in her way. Stay tuned until next Friday when we introduce another amazing woman at the Bank.
#WomenAtBank #GreatPlaceToWork #DigitalBank
","5mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7110944240909611008?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7110944240909611008%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7110944240909611008"
"297K","Airtel Payments Bank","airtelpaymentsbank","https://www.linkedin.com/company/airtelpaymentsbank/","Company","7","https://media.licdn.com/dms/image/D4D22AQFLhO8rJtDTSA/feedshare-shrink_2048_1536/0/1698386647444?e=1712188800&v=beta&t=KP5nHTQRwWb0WDcDjfGy3Qgq3S8BMDmfm-J7YFmo6j8","false","109","2023-10-27T06:04:08.800Z","1698386648800","Meet Peenaz Gupta from our Sales Team, who shares her incredible career journey. At #AirtelPaymentsBank, flexible schedules, an on-site childcare facility, and a supportive culture have helped her embrace the personal and professional challenges of a working mother, reach new heights and attain skill development. Stay tuned to know more such inspiring journeys of incredible #WomenAtBank.
#GreatPlaceToWork #DigitalBank #WorkJourney
","4mo",,"https://www.linkedin.com/feed/update/urn:li:activity:7123549914608848898?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7123549914608848898%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29","urn:li:activity:7123549914608848898"
